Date,Title,Content,Source
150425,G7 Foreign Ministers’ Statement Marking Two Years Since the Beginning of the Devastating War in Sudan,"We, the G7 Foreign Ministers of Canada, France, Germany, Italy, Japan, the United Kingdom, and the United States of America and the High Representative of the European Union, unequivocally denounce the ongoing conflict, atrocities and grave human rights violations and abuses in Sudan, as the world marks two years since the beginning of the devastating war between the Sudanese Armed Forces (SAF) and the Rapid Support Forces (RSF).

As a direct result of the actions of the SAF and the RSF, the people of Sudan, especially women and children, are enduring the world’s largest humanitarian and displacement crises, and continued atrocities, including widespread conflict-related sexual violence, ethnically motivated attacks and reprisal killings. These must end immediately.

We strongly condemn the RSF attacks carried out in and around El Fasher on the Zamzam and Abu Shouk IDP camps, which have caused numerous casualties, including humanitarian workers. Civilians must be protected and allowed safe passage.

As famine continues to spread across Sudan, G7 members are disturbed by reports of the use of starvation of civilians as a method of warfare and reiterate that such actions are prohibited under international humanitarian law.

We call on the warring parties to uphold their obligations under international humanitarian law and their commitments under the Jeddah Declaration, which include the crucial responsibility to distinguish at all times between civilians and combatants and between civilian objects and military targets.

We call on all parties to the conflict to lift impediments to effective crossline humanitarian assistance, provide assurances of safety and security for local and international humanitarian actors, and allow humanitarian access through all border crossings into Sudan, including through South Sudan and Chad. We recognize the important role of Emergency Response Rooms in providing for and protecting civilians and call for their protection. We further call on all parties to refrain from attacks on critical infrastructure that civilians rely upon, including dams and telecommunications systems.

We call for an immediate and unconditional ceasefire and urge both the SAF and the RSF to engage meaningfully in serious, constructive negotiations. All external actors must cease any support that further fuels the conflict, in accordance with the Declaration of Principles adopted at the International Humanitarian Conference for Sudan and Neighbouring Countries in Paris in 2024 and the United Nations arms embargo on Darfur. We condemn all violations and unlawful attacks by the SAF, the RSF, and their allied militias.

For sustainable peace in Sudan, any resolution to the conflict must be rooted in the voices of Sudanese civilians. Women, youth, and civil society must be meaningfully included in all peace processes.

We reaffirm our support for a democratic transition and express our solidarity with the people of Sudan in their efforts to shape the future of their country that reflects their aspirations for freedom, peace and justice.

The sovereignty, unity and territorial integrity of Sudan are paramount.

G7 members remain committed to deepening collective diplomatic efforts to bring about an end to the world’s largest humanitarian crisis and secure an end to the conflict, including through the London Sudan Conference.",USA
090425,Deputy Secretary of State Landau’s Call with Canadian Deputy Foreign Minister Morrison,"The below is attributable to Spokesperson Tammy Bruce:

Deputy Secretary of State Christopher Landau spoke today with Canadian Deputy Foreign Minister David Morrison to discuss how the United States and Canada can achieve shared objectives on global challenges. They emphasized the importance of creating a safe, secure and prosperous Western Hemisphere, to include curbing the massive flows of fentanyl and accelerating efforts to stop illegal immigration. They discussed how to counter China malign influence in the region, as well as the imperative to stabilize the grave security situation in Haiti. Deputy Secretary Landau and Deputy Minister Morrison noted the enduring importance of the U.S.-Canada friendship, and both underscored the Secretary’s focus on working on issues close to home.",USA
060425,G7 Foreign Ministers’ Statement on China’s Large-Scale Military Drills Around Taiwan,"The text of the following statement was released by the G7 Foreign Ministers of Canada, France, Germany, Italy, Japan, the United Kingdom and the United States of America and the High Representative of the European Union.

Begin Text:

We, the G7 Foreign Ministers of Canada, France, Germany, Italy, Japan, the United Kingdom and the United States of America and the High Representative of the European Union, express deep concern about China’s provocative actions, particularly the recent large-scale military drills around Taiwan.

These increasingly frequent and destabilizing activities are raising cross-Strait tensions and put at risk global security and prosperity.

G7 members and the larger international community have an interest in the preservation of peace and stability across the Taiwan Strait. We oppose any unilateral actions to threaten such peace and stability, including by force or coercion.

G7 members continue to encourage the peaceful resolution of issues through constructive cross-Strait dialogue.

End Text.",USA
170325,Secretary of State Marco Rubio with Guy Benson of Fox News Radio,"QUESTION: Yeah, it’s like kind of the Johnny-come-latelies as well on free speech, where they’re trying to frame some of these deportations of Hamas supporters – they’re saying, oh, well, this is punishing speech, when they’ve never seemed to have any interest in free speech for American citizens. But in this case, they’re ignoring the criminal behavior of these people to try to turn it into a speech issue. I know that you’ve been on fire on that issue in the interviews that I’ve seen. I do want to ask you – only have a minute left together with you, Secretary Rubio – you just came back from Canada. You were up there for those G7 meetings. How was your reception in Canada given the strains between our countries right now – the 51st-state trolling, all of that? How did that go for you as a representative of the United States and the Trump Administration?

SECRETARY RUBIO: Well, it went fine. I mean, first of all, it was a G7 gathering, so it wasn’t about the Canada issue. It just happen to be hosted by Canada, sort of a remote location or what have you. And certainly, it came up, and I think sometimes – I mean, it’s dominating their news, and at the end of the day it is what it is, but ultimately, I mean, we had a lot of other issues to talk about of great importance. I mean, we’re aware of it – I mean, it dominates Canadian news, it’s like the only thing they talk about is this thing. But at the end of the day, when it comes to the trade piece of it, this is ultimately – it’s not about Canada; it’s not about Mexico; it’s not about the European Union. It’s about everybody. The President rightfully states that the state of global trade is completely unfair to America – completely unfair. So, I get why all these countries are unhappy, because they got a great deal going on and they want to keep it going.

The President says no, we’re going to reset the baseline, the baseline of trade, so that it’s fair. Everyone – what do you charge us, we’re going to charge you. And then we can negotiate – countries that want to can negotiate with us on a one-on-one bilateral basis to see if we can come up with trade deals with them that are fair to both sides. But we have to negotiate from a new status quo. We can’t negotiate from an old – the existing status quo, which is completely – why would any of these countries negotiate with us new trade deals if the one they have now is unfair and benefits them? Why would they give that up?",USA
140325,"Secretary of State Marco Rubio Remarks to the Press at Fairmont le Manoir Richelieu, Charlevoix, Canada","SECRETARY RUBIO: Well, I mean, I just have a couple points and then I’ll answer your questions. Then I’m sure you’re dying to get home.

So first, I want to thank Canada. They did a great job of hosting us, and Foreign Minister Joly, who had to leave here. She’s going to go be sworn in, remain at her post, and she’s become a friend in the last few weeks as we’ve worked together. I knew her a little bit before but have gotten to know her now, obviously, in this role. They did a great job of hosting. It’s a beautiful place. And so, we’re grateful to them.

QUESTION: So, this is about Canada and your meeting with Foreign Minister Joly: Do you understand why the Canadians are taking such umbrage at these comments coming from the President? Is that something that you —

SECRETARY RUBIO: She’s – the Canadian Government has made their position, how they feel about it clear. The President has made his argument as to why he thinks Canada would be better off joining the United States from a – for economic purposes. There’s a disagreement between the President’s position and the position of the Canadian Government. I don’t think that’s a mystery coming in, and it wasn’t a topic of conversation, because that’s not what this summit was about.

QUESTION: Mr. Secretary, the Alien Enemies —

QUESTION: Mr. Secretary? Mr. Secretary, you said that the tariff policy was not hostile. However, President Trump yesterday in his social media post said that the EU previously had been hostile and abusive towards the United States. How do you square that? And secondly, is he serious when he’s talking about the 51st state being Canada?

SECRETARY RUBIO: Well, I’m – I’ve already answered the question about Canada.

QUESTION: No, but is he serious?

SECRETARY RUBIO: Yeah.

QUESTION: Do you take him seriously?

SECRETARY RUBIO: We’re not discussing that here today because that’s not what the purpose of this meeting is about. As far as the question that you’re asking me about hostility, yeah, the – look at the EU. Okay. The EU has a GDP basically comparable to that of the United States. Their composition of their economy is similar to ours. These are not developing countries; these are developed countries. And yet they have a significant trade surplus with the United States even though our economies are pretty much the same. These are not low-wage countries. That’s a problem. All the President is saying is we need to equalize treatment. Whatever they do to us, we need to do to them, in addition to pointing to certain sectors that we have to protect. Who can argue against the idea that if some country charges us X to export our products, we should charge them the same?

I get it. If you’re a country or the EU that’s benefiting from the status quo, you feel it is hostile to change the status quo because it’s to your benefit. The problem is the President of the United States is looking out for the United States – both the national security and in economic relations. We will reset the basis of our trade relationship, and then we can enter into negotiations for something that’s enduring and fair to both sides. That’s what the President seeks to do and that’s what – it begins by resetting, in a reciprocal way, the amount of tariffs we charge one another in our trade relations.

QUESTION: Mr. Secretary, I take – I take your —

QUESTION: Mr. Secretary, the Alien Enemies Act of 1798?

QUESTION: If I can follow up. Mr. Secretary, I know that we’re not speaking about Canada becoming the 51st state at this meeting, but I’m asking you now: Do you consider what the President has said about Canada becoming the 51st state – is he serious?

SECRETARY RUBIO: I’ll tell you how that came about. Okay. He’s in a meeting with Trudeau, and Trudeau basically says that if the U.S. imposes tariffs on Canada, Canada couldn’t survive as a nation-state, at which point the President said, well, then you should become a state. And that’s where this began. That said, the President has made an argument for why – he says he loves Canada. He says – he made an argument for why Canada would be better off joining the United States from an economic perspective and the like. He’s made that argument repeatedly, and I think it stands for itself.",USA
090325,Secretary Rubio’s Travel to Saudi Arabia and Canada,"The following is attributable to Spokesperson Tammy Bruce:

Secretary of State Marco Rubio will travel to Jeddah, Saudi Arabia March 10-12 for talks with Ukrainian counterparts to advance the President’s goal to end the Russia-Ukraine war. While in Jeddah, he will also meet with Saudi Crown Prince Mohammed bin Salman Al Saud to discuss ways to advance shared interests in the region and strengthen the U.S.-Saudi relationship.

Secretary Rubio will also travel to Charlevoix, Canada from March 12-14 to meet with counterparts at the G7 Foreign Ministers’ meeting, to advance President Trump’s America First foreign policy agenda.  Secretary Rubio’s engagements will further U.S. interests in peace and security, strategic cooperation, and global stability.  Discussions will focus on conflicts in the Middle East and Europe, cooperation in Africa and the Indo-Pacific, and stability in the Western Hemisphere.",USA
060325,Ryan James Wedding,"NAME: Ryan James Wedding
ALIASES: “James Conrad King,” “Jesse King,” “~R137”, “~PE,” “~3.14,” “R,” “RW,” “Mexi,” “El Jefe,” “El Toro,” “Boss,” “Buddy,” “Giant,” “Grande,” “Public,” “Public Enemy,” “NPKY8WY7,” “FUJ93HXR”
DOB: September 14, 1981
POB: Canada
NATIONALITY: Canadian
CITIZENSHIP: Canadian
HEIGHT: 6’3”

Wedding
WEIGHT: 240 lbs
HAIR COLOR: Brown
EYE COLOR: Blue
SCARS, TATTOOS, OR MARKS: Unknown

Ryan James Wedding, a Canadian citizen residing in Mexico, is a former Olympic snowboarder who participated in the giant slalom snowboarding event for Canada in the 2002 Winter Olympics in Salt Lake City, Utah.  After his snowboarding career, Wedding turned to a life of crime as a transnational narcotics trafficker.

Wedding headed a complex transnational organized crime organization which coordinated the procurement and transportation of cocaine from South America to Canada.  After a concentrated investigation in both the United States and Canada, Wedding was charged with a co-conspirator in the Central District of California with running a continuing criminal enterprise, murder, and conspiring to possess, distribute, and export cocaine.  

Wedding was later charged in a superseding indictment, unsealed on October 16, 2024, with allegedly conspiring with others to ship bulk quantities of cocaine—weighing hundreds of kilograms—from Southern California to Canada through a Canada-based drug transportation network.  In this indictment, Wedding and the same co-conspirator were charged with directing the November 20, 2023, drug-related murders of two members of a family in Ontario, Canada, as well as ordering the murder of another victim in Canada on May 18, 2024, over a drug debt.

The U.S. Department of State is offering a REWARD OF UP TO $10 MILLION for information leading to Wedding’s arrest and/or conviction.  Wedding is also on the FBI’s Ten Most Wanted Fugitive List.

If you have information, please contact the FBI and RCMP by phone (WhatsApp, Signal, or Telegram) at 424-495-0614.  If you are located outside the United States, please contact the nearest U.S. Embassy or Consulate.  If you are in the United States, please contact the local FBI office in your city. 

ALL IDENTITIES ARE KEPT STRICTLY CONFIDENTIAL.  

Government officials and employees are not eligible for rewards.",USA
060325,Up to $10 Million Reward Offer for Information Leading to Arrest and/or Conviction of Canadian Narcotics Trafficker,"Today, the U.S. Department of State’s Bureau of International Narcotics and Law Enforcement Affairs is announcing a reward offer under the Narcotics Rewards Program (NRP) of up to $10 million for information leading to the arrest and/or conviction, in any country, of Canadian narcotics trafficker Ryan James Wedding.  This reward is offered in coordination with the governments of Canada and Mexico in a unified effort to bring Wedding to justice.

The FBI also announced the addition of Wedding to the FBI’s Ten Most Wanted Fugitive List.

Wedding is a former Olympic snowboarder who participated in the giant slalom snowboarding event for Canada in the 2002 Winter Olympics in Salt Lake City, Utah.  After his snowboarding career, Wedding turned to a life of crime as a transnational narcotics trafficker.  He is last known to be residing in Mexico.

Wedding and another Canadian citizen residing in Mexico were charged in an original indictment with running a continuing criminal enterprise, murder, and conspiring to possess, distribute, and export cocaine.  Wedding’s co-conspirator was arrested on October 8, 2024, by Mexican law enforcement and was transferred on February 27, 2025, to the United States.

The first superseding indictment, unsealed on October 16, 2024, names 14 additional co-defendants.  The superseding indictment alleges that from January 2024 to August 2024, Wedding and others conspired to ship bulk quantities of cocaine – weighing hundreds of kilograms – from Southern California to Canada through a Canada-based drug transportation network run by co-conspirators in Ontario, Canada.  The cocaine shipments were transported from Mexico to the Los Angeles area, where the cocaine trafficking organization’s operatives would store the cocaine in stash houses before delivering it to transportation network couriers for transportation to Canada using long-haul semi-trucks.

As further alleged in the indictments, Wedding’s organization committed violence and murder to achieve its aims.  This includes the November 2023 murder of two members of a family in Ontario, Canada, in retaliation for a stolen drug shipment that passed through Southern California, as well as the May 2024 murder of another victim in Niagara Falls, Ontario, over a drug debt.  Of the 16 indicted subjects, only Wedding and one other co-conspirator remain fugitives.

Today’s reward offer is authorized by the Secretary under the NRP, which supports law enforcement efforts to disrupt transnational crime globally and bring fugitives to justice.  If you have information, please contact the FBI and RCMP by phone (WhatsApp, Signal, or Telegram) at 424-495-0614.  If you are located outside of the United States, you may also contact the nearest U.S., Canadian, or Mexican Embassy or Consulate.  If you are in the United States, you can also contact the local FBI field office.

ALL IDENTITIES ARE KEPT STRICTLY CONFIDENTIAL.  Government officials and employees are not eligible for rewards.",USA
050325,"Secretary Rubio’s Call with Canadian Minister of Foreign Affairs Mélanie Joly
","The below is attributable to Spokesperson Tammy Bruce:

Secretary of State Marco Rubio spoke with Canadian Foreign Affairs Minister Mélanie Joly today to discuss how the United States and Canada can continue to collaborate on shared global challenges, secure borders, reciprocal trade, and economic prosperity. Secretary Rubio reaffirmed the importance of U.S.-Canadian relations and reiterated that the Trump Administration will continue to put Americans’ safety and national security first.",USA
150225,G7 Foreign Ministers’ Statement on the Margins of the Munich Security Conference,"The text of the following statement was released by the G7 Foreign Ministers of Canada, France, Germany, Italy, Japan, the United Kingdom, the United States of America and the High Representative of the European Union.

Begin text:

The G7 Foreign Ministers of Canada, France, Germany, Italy, Japan, the United Kingdom and the United States of America and the High Representative of the European Union, met on the margins of the Munich Security Conference for the first time under Canada’s 2025 Presidency.

The G7 members discussed Russia’s devastating war in Ukraine.  They underscored their commitment to work together to help to achieve a durable peace and a strong and prosperous Ukraine, and reaffirmed the need to develop robust security guarantees to ensure the war will not begin again.

The G7 members welcomed their discussion today with Andrii Sybiha, Minister of Foreign Affairs of Ukraine. They recalled the G7’s important contribution towards ending the war in Ukraine, including through measures pursuant to the G7 Joint Declaration of Support for Ukraine, by supporting Ukraine financially through the use of extraordinary revenues stemming from Russian Sovereign Assets, by imposing further cost on Russia, if they do not negotiate in good faith, through caps on oil and gas prices, and by making sanctions against Russia more effective. Any new, additional sanctions after February should be linked to whether the Russian Federation enters into real, good-faith efforts to bring an enduring end to the war against Ukraine that provides Ukraine with long-term security and stability as a sovereign, independent country.  The G7 members reaffirmed their unwavering support for Ukraine in defending its freedom, sovereignty, independence and territorial integrity.

The G7 members discussed the provision to Russia of dual-use assistance by China and of military assistance by DPRK and Iran.  They condemned all such support.

The G7 members discussed political, security and humanitarian issues in the Middle East, including in Israel, Gaza, Lebanon, Syria and Iran, and their commitment to advancing regional peace and stability.  They underscored the importance of a durable, Israeli-Palestinian peace.  They reaffirmed their support for the full implementation of the ceasefire reached between Israel and Hamas, including for the release of all hostages and the expansion of humanitarian aid in Gaza.  The G7 members stand behind the ongoing efforts of Egypt, Qatar and the United States in continuing to work towards a permanent ceasefire.  They reiterated their unequivocal condemnation of Hamas and the need to ensure that Hamas neither reconstitutes militarily nor participates in governance.  They recognized Israel’s inherent right to self-defence, consistent with international law.

The G7 members welcomed the outcomes of the International Conference on Syria, hosted by France on February 13, 2025.  They reiterated their shared commitment to the people of Syria and their support for an inclusive political transition process, in the spirit of UN Security Council Resolution 2254.  They welcomed, as well, positive developments in Lebanon, including the recent election of President Joseph Aoun, the designation of Nawaf Salam as Prime Minister, and the formation of a new government.  The G7 members reaffirmed their commitment to both countries’ stability, sovereignty, and territorial integrity.

The G7 members unequivocally condemned Iran’s destabilizing actions, including its rapid advancement of uranium enrichment without credible civil justification, its facilitation of terrorism organizations and armed groups across the Middle East and Red Sea, its proliferation of ballistic missiles and drones, and its transnational repression and violation of fundamental human rights.

The G7 members reiterated their commitment to a free, open and secure Indo-Pacific region, grounded in respect for the rule of law and sovereignty.  They strongly opposed any attempts to change unilaterally the status quo using force and underscored the importance of resolving disputes peacefully.  They strongly opposed China’s attempts to restrict freedom of navigation through militarization and coercive activities in the South China Sea.

The G7 members expressed serious concern over the DPRK’s nuclear and ballistic missile programs and reaffirmed their commitment to the complete denuclearization of the Korean Peninsula. They demanded that the DPRK abandon all its nuclear weapons, existing nuclear programs, and any other weapons of mass destruction (WMD) and ballistic missile programs in a complete, verifiable, and irreversible manner in accordance with all relevant United Nations Security Council resolutions (UNSCRs). They underscored that direct DPRK support for Russia’s war of aggression against Ukraine marks a dangerous expansion of the conflict, with serious consequences for European and Indo-Pacific security. They urged the DPRK to cease immediately all assistance for Russia’s war of aggression against Ukraine, including by withdrawing its troops. They called upon DPRK to resolve the abductions issue immediately.

The G7 members also discussed urgent situations of conflict and instability elsewhere in the world, including in the Democratic Republic of the Congo and Sudan, and in Haiti and Venezuela.

The G7 Foreign Ministers looked forward to their meeting in Canada in Charlevoix, Quebec on March 12-14.

End text.",USA
